date,aud_to_usd,eur_to_usd,nzd_to_usd,gbp_to_usd,brl_to_usd,cad_to_usd,jpy_to_usd,kro_to_usd,chf_to_usd
2011-04-06,0.9592,0.6977,1.2847,0.613,1.6021,0.9587,85.26,6.2971,0.9172
2011-04-07,0.9564,0.6999,1.2865,0.6133,1.5925,0.9593,84.98,6.3223,0.9178
2011-04-08,0.9496,0.6927,1.2788,0.612,1.5765,0.9564,84.99,6.2176,0.9105
2011-04-11,0.9493,0.6919,1.2794,0.6103,1.579,0.9547,84.58,6.2449,0.9067
2011-04-12,0.9551,0.6918,1.2739,0.6149,1.5895,0.9624,83.79,6.2989,0.898
2011-04-13,0.952,0.6908,1.266,0.6141,1.5923,0.9638,83.59,6.2494,0.8939
2011-04-14,0.9503,0.6914,1.2626,0.6116,1.5825,0.9626,83.23,6.2235,0.8924
2011-04-15,0.9471,0.6924,1.2545,0.6126,1.5721,0.9615,83.13,6.1947,0.8935
2011-04-18,0.9533,0.7037,1.2708,0.6162,1.595,0.9689,82.43,6.313,0.8986
2011-04-19,0.9517,0.6984,1.27,0.6129,1.58,0.9572,82.41,6.2315,0.899
2011-04-20,0.9366,0.689,1.2541,0.6096,1.5683,0.9523,82.58,6.1234,0.8914
2011-04-21,0.9305,0.6856,1.2467,0.6034,1.5635,0.9518,81.81,6.0854,0.8821
2011-04-22,0.9315,0.6875,1.2477,0.6054,1.566,0.9535,81.92,6.116,0.8865
2011-04-25,0.9331,0.6861,1.2506,0.6062,1.5701,0.9541,81.93,6.0838,0.8806
2011-04-26,0.9283,0.6838,1.2422,0.6073,1.5636,0.9508,81.93,6.1023,0.8803
2011-04-27,0.9268,0.6822,1.2477,0.605,1.5685,0.955,82.6,6.0907,0.8807
2011-04-28,0.918,0.6764,1.2488,0.6011,1.587,0.9513,81.57,6.034,0.8736
2011-04-29,0.9143,0.6747,1.2395,0.5991,1.567,0.9486,81.31,6.0258,0.8666
2011-05-02,0.9116,0.6725,1.2364,0.5992,1.5745,0.9492,81.23,5.9968,0.864
2011-05-03,0.9157,0.6723,1.2421,0.6047,1.5835,0.9489,81.02,6.0239,0.8609
2011-05-04,0.9289,0.673,1.2663,0.6052,1.603,0.9579,80.69,6.0808,0.8582
2011-05-05,0.9397,0.6857,1.2711,0.6088,1.6172,0.9667,80.12,6.1901,0.8698
2011-05-06,0.9291,0.6899,1.2572,0.6091,1.6037,0.9616,80.51,6.2262,0.8732
2011-05-09,0.9299,0.6993,1.2621,0.6121,1.621,0.966,80.66,6.2712,0.8753
2011-05-10,0.9257,0.6965,1.261,0.6123,1.6069,0.9611,80.75,6.2357,0.8805
2011-05-11,0.9297,0.7008,1.2637,0.6093,1.619,0.9581,80.78,6.2852,0.8846
2011-05-12,0.9388,0.7028,1.2552,0.6139,1.6192,0.9656,80.75,6.3036,0.8842
2011-05-13,0.9465,0.7072,1.2732,0.6181,1.6382,0.9708,80.76,6.3745,0.8907
2011-05-16,0.9416,0.7033,1.2739,0.6158,1.6266,0.9701,80.82,6.3202,0.8818
2011-05-17,0.9489,0.7065,1.285,0.6171,1.6335,0.9772,81.39,6.3593,0.8848
2011-05-18,0.9419,0.7008,1.2669,0.6193,1.6115,0.9722,81.37,6.2968,0.8792
2011-05-19,0.9422,0.7016,1.2692,0.6181,1.6179,0.9703,81.78,6.2788,0.884
2011-05-20,0.9395,0.7056,1.2604,0.6164,1.6155,0.9735,81.64,6.3104,0.8776
2011-05-23,0.9527,0.7135,1.2689,0.621,1.6345,0.9791,81.81,6.3796,0.8831
2011-05-24,0.9474,0.7089,1.2538,0.6179,1.6287,0.9773,82.12,6.3332,0.88
2011-05-25,0.949,0.7091,1.25,0.6144,1.6264,0.9765,81.96,6.3157,0.872
2011-05-26,0.9443,0.7098,1.2372,0.6118,1.6232,0.9809,81.44,6.3194,0.8666
2011-05-27,0.9336,0.6999,1.2214,0.6063,1.5985,0.9771,80.75,6.2244,0.852
2011-05-30,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011-05-31,0.9381,0.6956,1.2149,0.6083,1.5833,0.9688,81.29,6.1779,0.8525
2011-06-01,0.9332,0.693,1.216,0.6101,1.5831,0.9713,80.82,6.1812,0.8401
2011-06-02,0.9419,0.6932,1.2294,0.6126,1.5813,0.9794,80.98,6.23,0.8438
2011-06-03,0.9334,0.6847,1.2264,0.6099,1.5722,0.9768,80.38,6.1414,0.8352
2011-06-06,0.9314,0.684,1.2249,0.6112,1.5799,0.9784,80.19,6.1651,0.836
2011-06-07,0.9334,0.6814,1.2183,0.6081,1.5748,0.9743,80.21,6.1431,0.8388
2011-06-08,0.9403,0.6855,1.2246,0.6105,1.581,0.9778,79.87,6.1754,0.8369
2011-06-09,0.9397,0.688,1.2055,0.6104,1.5832,0.9732,80.07,6.2142,0.8412
2011-06-10,0.9463,0.6961,1.214,0.6152,1.5974,0.9769,80.26,6.3241,0.8419
2011-06-13,0.9468,0.696,1.2291,0.6132,1.5892,0.9778,80.16,6.3495,0.8369
2011-06-14,0.9354,0.6909,1.2219,0.6102,1.5808,0.9684,80.5,6.313,0.8444
2011-06-15,0.9415,0.7032,1.2356,0.6166,1.594,0.9778,80.71,6.4535,0.8508
2011-06-16,0.9487,0.7065,1.2449,0.62,1.6106,0.9842,80.7,6.4909,0.8507
2011-06-17,0.9416,0.698,1.2335,0.6178,1.596,0.9797,80.1,6.399,0.8462
2011-06-20,0.9446,0.6983,1.2318,0.6171,1.5932,0.9785,80.26,6.3952,0.8416
2011-06-21,0.9436,0.6945,1.2315,0.6161,1.5882,0.9722,80.15,6.3567,0.8433
2011-06-22,0.9405,0.6943,1.2226,0.6199,1.5872,0.9725,80.06,6.3538,0.8356
2011-06-23,0.9538,0.7059,1.2335,0.6259,1.5904,0.98,80.45,6.503,0.8379
2011-06-24,0.9503,0.7048,1.2318,0.6256,1.5949,0.9847,80.32,6.4782,0.8373
2011-06-27,0.9579,0.7002,1.2408,0.6261,1.5941,0.9859,80.89,6.4393,0.8367
2011-06-28,0.9505,0.696,1.2344,0.6244,1.579,0.9819,80.85,6.4384,0.8298
2011-06-29,0.9369,0.6931,1.2158,0.6223,1.569,0.9703,80.8,6.3526,0.8349
2011-06-30,0.9318,0.6886,1.2071,0.6224,1.5595,0.9642,80.64,6.3027,0.8413
2011-07-01,0.9299,0.6893,1.2088,0.6223,1.5558,0.9608,80.81,6.2746,0.8479
2011-07-04,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011-07-05,0.9348,0.6911,1.2074,0.6217,1.5636,0.9608,81.14,6.2613,0.8452
2011-07-06,0.9349,0.6979,1.2074,0.6251,1.5655,0.9656,80.9,6.3427,0.8393
2011-07-07,0.929,0.6969,1.2042,0.6263,1.5543,0.9585,81.26,6.323,0.844
2011-07-08,0.9322,0.7017,1.1998,0.6238,1.5631,0.9627,80.64,6.3898,0.8376
2011-07-11,0.9379,0.7126,1.2054,0.6277,1.5776,0.9663,80.37,6.5488,0.8351
2011-07-12,0.9411,0.7136,1.2182,0.6274,1.576,0.9667,79.53,6.5498,0.8335
2011-07-13,0.9291,0.7059,1.1962,0.6207,1.5708,0.9582,78.99,6.4668,0.8213
2011-07-14,0.931,0.7051,1.1844,0.6202,1.5733,0.9584,79.11,6.4937,0.8167
2011-07-15,0.9384,0.7064,1.185,0.6192,1.574,0.9542,79.03,6.4911,0.8158
2011-07-18,0.9465,0.7121,1.1867,0.6241,1.5833,0.9616,79.1,6.5991,0.8177
2011-07-19,0.9347,0.7064,1.1688,0.6198,1.5675,0.9505,78.91,6.517,0.8166
2011-07-20,0.9322,0.7048,1.1697,0.6196,1.5655,0.9479,78.76,6.462,0.8204
2011-07-21,0.9228,0.6958,1.1586,0.6135,1.5538,0.9449,78.47,6.3195,0.8172
2011-07-22,0.9216,0.6961,1.1567,0.6128,1.5509,0.95,78.44,6.3402,0.8166
2011-07-25,0.9214,0.6965,1.1545,0.6141,1.5402,0.9448,78.31,6.334,0.8062
2011-07-26,0.9139,0.6899,1.1485,0.6101,1.5375,0.9448,78.04,6.2573,0.8027
2011-07-27,0.9069,0.6957,1.1501,0.6114,1.566,0.9474,77.99,6.3244,0.8023
2011-07-28,0.907,0.6992,1.146,0.6121,1.562,0.9483,77.87,6.3337,0.8041
2011-07-29,0.909,0.695,1.1395,0.6077,1.5495,0.9539,77.18,6.286,0.7881
2011-08-01,0.9149,0.7041,1.1438,0.6143,1.561,0.9593,76.87,6.3514,0.7813
2011-08-02,0.9225,0.7026,1.1465,0.614,1.5651,0.9577,77.13,6.3427,0.7712
2011-08-03,0.9327,0.6983,1.1587,0.6095,1.5645,0.9632,76.87,6.3466,0.766
2011-08-04,0.9509,0.7063,1.1836,0.6132,1.579,0.9765,79.01,6.503,0.7674
2011-08-05,0.9634,0.7063,1.2022,0.6112,1.5993,0.9843,78.48,6.5227,0.76
2011-08-08,0.9661,0.7022,1.2024,0.6115,1.599,0.9889,77.53,6.4612,0.7553
2011-08-09,0.9812,0.7021,1.2192,0.6175,1.629,0.9893,77.16,6.5263,0.7313
2011-08-10,0.9794,0.7046,1.2315,0.6185,1.624,0.9909,76.41,6.562,0.7296
2011-08-11,0.9738,0.7027,1.214,0.6162,1.6277,0.9891,76.68,6.488,0.7559
2011-08-12,0.966,0.7023,1.2021,0.6141,1.6125,0.9879,76.79,6.4989,0.7711
2011-08-15,0.9544,0.6919,1.2058,0.6102,1.5937,0.9838,76.73,6.3999,0.7802
2011-08-16,0.9532,0.6934,1.195,0.6089,1.5871,0.9816,76.76,6.3917,0.7926
2011-08-17,0.9485,0.6927,1.1923,0.6027,1.5841,0.9818,76.46,6.3392,0.7891
2011-08-18,0.9622,0.6983,1.2102,0.6065,1.6046,0.9899,76.52,6.4427,0.7904
2011-08-19,0.9575,0.6941,1.2132,0.6044,1.5986,0.9848,76.46,6.3681,0.7856
2011-08-22,0.96,0.6952,1.2137,0.6078,1.6058,0.9901,76.77,6.3523,0.7877
2011-08-23,0.9515,0.693,1.1977,0.6057,1.5991,0.9876,76.59,6.3294,0.7891
2011-08-24,0.955,0.6943,1.2076,0.6107,1.6051,0.9878,76.78,6.3176,0.795
2011-08-25,0.9563,0.6954,1.2064,0.6139,1.6115,0.9842,77.38,6.3272,0.7959
2011-08-26,0.9458,0.6914,1.1901,0.6127,1.6055,0.9854,76.62,6.2952,0.8055
2011-08-29,0.9417,0.6892,1.1836,0.6098,1.5957,0.9778,76.96,6.2921,0.8188
2011-08-30,0.9367,0.6928,1.1716,0.6143,1.5867,0.9791,76.75,6.3516,0.8173
2011-08-31,0.9344,0.6942,1.1695,0.6147,1.5841,0.9783,76.5,6.3223,0.8038
2011-09-01,0.9302,0.7001,1.1741,0.6181,1.6005,0.9751,76.81,6.3742,0.7951
2011-09-02,0.9366,0.7041,1.1776,0.6177,1.6345,0.9815,76.79,6.4031,0.7862
2011-09-05,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011-09-06,0.9515,0.7143,1.2151,0.6268,1.661,0.9908,77.48,6.452,0.8593
2011-09-07,0.9422,0.7113,1.2063,0.627,1.6543,0.9882,77.39,6.386,0.8599
2011-09-08,0.9407,0.717,1.1957,0.6242,1.6545,0.9856,77.43,6.3994,0.8714
2011-09-09,0.9573,0.7317,1.2174,0.6301,1.6798,0.997,77.31,6.4931,0.884
2011-09-12,0.9697,0.7334,1.2179,0.6324,1.6964,0.9957,77.15,6.6634,0.8834
2011-09-13,0.969,0.731,1.2136,0.6327,1.7132,0.9901,76.88,6.6765,0.8795
2011-09-14,0.9771,0.7294,1.2171,0.634,1.728,0.9913,76.71,6.722,0.8772
2011-09-15,0.9696,0.7216,1.212,0.6326,1.7115,0.9867,76.7,6.615,0.8705
2011-09-16,0.9634,0.7255,1.2032,0.6328,1.7097,0.9813,76.89,6.6457,0.8753
2011-09-19,0.9788,0.7334,1.2158,0.638,1.7866,0.9897,76.48,6.7191,0.8839
2011-09-20,0.9715,0.7301,1.2101,0.6362,1.7891,0.9922,76.52,6.6295,0.8879
2011-09-21,0.9795,0.7287,1.2274,0.6402,1.8355,0.9985,76.38,6.6761,0.8932
2011-09-22,1.0242,0.7437,1.2837,0.6511,1.8787,1.0327,76.31,6.9087,0.9073
2011-09-23,1.0221,0.7398,1.2837,0.6462,1.8585,1.028,76.3,6.8765,0.9035
2011-09-26,1.0255,0.7399,1.296,0.643,1.8452,1.0338,76.35,6.853,0.9022
2011-09-27,1.1938,0.735,1.2604,0.6377,1.8067,1.019,76.6,6.7328,0.8959
2011-09-28,1.0106,0.7338,1.2729,0.6391,1.815,1.0226,76.51,6.7521,0.8955
2011-09-29,1.0185,0.7332,1.2875,0.6376,1.8261,1.0338,76.68,6.7686,0.8947
2011-09-30,1.0263,0.7435,1.3029,0.64,1.8485,1.0389,77.04,6.819,0.9048
2011-10-03,1.0366,0.753,1.3116,0.6462,1.8815,1.044,76.66,6.8541,0.9151
2011-10-04,1.0579,0.7522,1.3266,0.6492,1.881,1.0605,76.86,6.905,0.9223
2011-10-05,1.0391,0.7503,1.311,0.6478,1.8356,1.0448,76.86,6.8783,0.9228
2011-10-06,1.031,0.7458,1.3023,0.6494,1.8081,1.0431,76.64,6.8398,0.9219
2011-10-07,1.016,0.7401,1.2878,0.6399,1.7662,1.0326,76.77,6.7451,0.9151
2011-10-10,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011-10-11,1.2022,0.7322,1.2778,0.6413,1.7529,1.0287,76.66,6.6716,0.9065
2011-10-12,0.9837,0.7244,1.2547,0.6346,1.7745,1.0163,77.3,6.6111,0.8944
2011-10-13,0.9855,0.7283,1.2623,0.6358,1.745,1.0238,76.88,6.6767,0.9
2011-10-14,0.9713,0.7214,1.2467,0.6326,1.7373,1.0148,77.36,6.6053,0.8934
2011-10-17,0.9765,0.7262,1.2538,0.6338,1.7491,1.0153,76.8,6.6392,0.8979
2011-10-18,0.9785,0.7289,1.2614,0.6388,1.7568,1.0165,76.75,6.6571,0.9012
2011-10-19,0.9735,0.726,1.2579,0.633,1.7655,1.0136,76.79,6.6112,0.9022
2011-10-20,0.9816,0.7314,1.2674,0.6359,1.7983,1.0216,76.91,6.6738,0.9002
2011-10-21,0.9681,0.7208,1.247,0.6272,1.7702,1.009,76.1,6.5712,0.8852
2011-10-24,0.9566,0.7178,1.2372,0.6255,1.7522,1.004,76.1,6.546,0.8804
2011-10-25,0.9572,0.7189,1.2552,0.6252,1.7611,1.0143,75.88,6.5537,0.8794
2011-10-26,0.9664,0.7226,1.2617,0.6287,1.7645,01.01,76.05,6.5635,0.8841
2011-10-27,0.9358,0.7056,1.2209,0.6219,1.7207,0.9942,75.8,6.3575,0.8609
2011-10-28,0.934,0.706,1.2165,0.62,1.6916,0.9957,75.72,6.3676,0.8625
2011-10-31,0.9425,0.717,1.2315,0.6195,1.6933,0.9932,77.97,6.4635,0.8706
2011-11-01,0.9707,0.7312,1.259,0.6271,1.7525,01.02,78.28,6.6242,0.8901
2011-11-02,0.9647,0.7245,1.262,0.626,1.7355,1.0125,78.04,6.5799,0.8808
2011-11-03,0.966,0.7276,1.2679,0.6266,1.7433,1.0128,77.96,6.5786,0.8834
2011-11-04,0.9654,0.7267,1.2615,0.624,1.7545,1.0179,78.17,6.602,0.888
2011-11-07,0.9672,0.7276,1.2572,0.6241,1.7516,1.0173,78.06,6.5744,0.9012
2011-11-08,0.9679,0.7254,1.2579,0.622,1.7388,1.0139,77.79,6.5507,0.8966
2011-11-09,0.9805,0.7355,1.2731,0.6266,1.7596,1.0176,77.77,6.6606,0.906
2011-11-10,0.9865,0.7353,1.2882,0.6275,1.7627,1.0188,77.58,6.6812,0.9058
2011-11-11,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011-11-14,0.9811,0.7339,1.2835,0.629,1.7623,1.0176,77.02,6.7029,0.9072
2011-11-15,0.9858,0.7394,1.2999,0.6322,1.7711,1.0233,76.99,6.7385,0.9177
2011-11-16,0.9865,0.7405,1.3012,0.6341,1.7723,1.0205,77.02,6.7797,0.9169
2011-11-17,0.9944,0.7395,1.3118,0.6329,1.7671,1.0224,76.98,6.7705,0.9167
2011-11-18,0.9964,0.7396,1.32,0.6336,1.7817,1.026,76.93,6.7773,0.9159
2011-11-21,1.0161,0.7394,1.3378,0.6385,1.8064,1.0386,76.97,6.8092,0.9158
2011-11-22,1.0172,0.7407,1.3412,0.6391,1.8141,1.0371,77.07,6.8221,0.9145
2011-11-23,1.0324,0.7492,1.3504,0.6447,1.8606,1.0479,77.41,6.9138,0.9202
2011-11-24,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011-11-25,1.027,0.7551,1.3483,0.6465,1.8865,1.0487,77.66,7.2013,0.9289
2011-11-28,1.1977,0.75,1.3245,0.6436,1.8545,1.0327,78.05,6.9458,0.9215
2011-11-29,0.9982,0.7495,1.3111,0.64,1.8461,1.0296,77.86,6.8848,0.9194
2011-11-30,0.9762,0.7433,1.2872,0.6367,1.8072,1.0199,77.58,6.7555,0.9106
2011-12-01,0.9778,0.7415,1.2855,0.637,1.7965,1.0172,77.6,6.7618,0.9135
2011-12-02,0.9784,0.747,1.286,0.6414,1.8002,1.0165,77.88,6.765,0.9219
2011-12-05,0.9711,0.7428,1.2798,0.6374,1.7841,1.014,77.77,6.7128,0.9179
2011-12-06,0.9778,0.7464,1.2858,0.6418,1.794,1.0116,77.73,6.7474,0.9267
2011-12-07,0.9739,0.747,1.2857,0.6373,1.7908,1.0106,77.69,6.7405,0.9251
2011-12-08,0.9816,0.7505,1.2937,0.6396,1.8137,1.019,77.67,6.798,0.9275
2011-12-09,0.9814,0.7481,1.2932,0.6393,1.8072,1.0202,77.58,6.7379,0.9243
2011-12-12,0.9941,0.7583,1.3129,0.6411,1.8385,1.0273,77.87,6.8695,0.936
2011-12-13,0.9904,0.7637,1.3087,0.644,1.8527,1.0283,77.86,6.9435,0.9418
2011-12-14,1.1997,0.7709,1.3321,0.6475,1.8812,1.0403,78.08,7.1954,0.953
2011-12-15,1.1964,0.7685,1.3259,0.6457,1.8603,1.0338,77.87,6.9736,0.9402
2011-12-16,1.1938,0.7678,1.312,0.6446,1.8548,1.0388,77.65,6.9292,0.9372
2011-12-19,1.1986,0.7682,1.3212,0.6439,1.8662,1.0364,77.96,6.9065,0.9364
2011-12-20,0.9931,0.7648,1.299,0.638,1.8459,1.0284,77.76,6.8582,0.9309
2011-12-21,0.993,0.7669,1.3031,0.6378,1.8574,1.0286,78,6.9037,0.9378
2011-12-22,0.9862,0.7666,1.2903,0.6383,1.8523,1.0213,78.13,6.8708,0.9368
2011-12-23,0.9854,0.7669,1.292,0.6404,1.8595,1.0208,78.13,6.8897,0.9379
2011-12-26,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011-12-27,0.9843,0.7649,1.2953,0.6381,1.8591,1.0201,77.83,6.853,0.9339
2011-12-28,0.9909,0.7736,1.3004,0.6461,1.8779,1.0232,77.98,6.9177,0.943
2011-12-29,0.9868,0.7721,1.2963,0.6499,1.8662,1.0208,77.71,6.9029,0.9412
2011-12-30,0.9755,0.7708,1.2812,0.6436,1.8627,1.0168,76.98,6.8737,0.9374
2012-01-02,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012-01-03,0.9634,0.7656,1.2653,0.6388,1.8338,1.1989,76.67,6.8109,0.9319
2012-01-04,0.9664,0.7734,1.2697,0.6395,1.8205,1.0134,76.68,6.8518,0.9417
2012-01-05,0.9753,0.7823,1.2814,0.646,1.8399,1.0197,77.18,6.932,0.9528
2012-01-06,0.977,0.786,1.2791,0.648,1.8487,1.0231,77.06,6.9318,0.9555
2012-01-09,0.979,0.7846,1.2739,0.6478,1.8411,1.0272,76.88,6.9184,0.952
2012-01-10,0.9687,0.7824,1.2583,0.6456,1.8041,1.0161,76.84,6.877,0.9486
2012-01-11,0.9713,0.7883,1.2579,0.6525,1.8057,1.0192,76.9,6.9412,0.9554
2012-01-12,0.9698,0.7802,1.2615,0.6525,1.7825,1.0197,76.76,6.9221,0.9444
2012-01-13,0.9716,0.7885,1.2621,0.6536,1.7945,1.0246,76.9,7.0137,0.9534
2012-01-16,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012-01-17,0.962,0.7849,1.2492,0.6512,1.7778,1.013,76.8,6.9227,0.9492
2012-01-18,0.962,0.7797,1.2408,0.6489,1.7688,1.0138,76.81,6.8644,0.9427
2012-01-19,0.96,0.773,1.2467,0.6458,1.7593,1.1994,77.23,6.7623,0.9335
2012-01-20,0.955,0.7723,1.2408,0.6435,1.7629,1.0142,76.97,6.7785,0.9327
2012-01-23,0.9493,0.7672,1.2333,0.6418,1.7534,1.1979,76.92,6.735,0.9268
2012-01-24,0.9551,0.769,1.2356,0.6412,1.7637,1.1996,77.78,6.769,0.929
2012-01-25,0.9541,0.7705,1.2413,0.6423,1.7613,1.0119,78.13,6.8169,0.931
2012-01-26,0.9389,0.7603,1.2173,0.6367,1.7392,0.9986,77.47,6.7539,0.9174
2012-01-27,0.9394,0.758,1.2137,0.6363,1.7401,1.2014,76.68,6.7527,0.9142
2012-01-30,0.9443,0.762,1.2197,0.6373,1.7507,1.003,76.28,6.7557,0.9178
2012-01-31,0.9436,0.7661,1.2127,0.6348,1.7527,1.005,76.34,6.8161,0.922
2012-02-01,0.9346,0.7588,1.2018,0.631,1.7383,0.9984,76.11,6.7389,0.9141
2012-02-02,0.933,0.7595,1.1975,0.6324,1.7233,0.9985,76.13,6.7305,0.9144
2012-02-03,0.9292,0.763,1.1962,0.6338,1.7232,0.9944,76.54,6.7206,0.9208
2012-02-06,0.9308,0.7616,1.1983,0.6316,1.7154,0.9953,76.54,6.7084,0.9188
2012-02-07,0.9261,0.7551,1.1956,0.6293,1.7214,0.9947,76.88,6.6658,0.9129
2012-02-08,0.9272,0.7545,1.1995,0.6321,1.7185,0.9969,76.9,6.6479,0.9126
2012-02-09,0.9254,0.752,1.1953,0.6314,1.72,0.9941,77.42,6.6233,0.9103
2012-02-10,0.9367,0.7583,1.2073,0.635,1.726,1.2016,77.57,6.6743,0.9176
2012-02-13,0.931,0.7569,1.1977,0.6337,1.7202,0.9995,77.52,6.648,0.9149
2012-02-14,0.9354,0.7605,1.2018,0.6373,1.7159,0.9988,78.39,6.6843,0.9185
2012-02-15,0.9309,0.7641,1.193,0.6365,1.7173,0.9965,78.22,6.7058,0.9223
2012-02-16,0.9295,0.7628,1.1998,0.6331,1.7221,0.9962,78.77,6.7327,0.9209
2012-02-17,0.935,0.7605,1.2009,0.6324,1.7135,0.997,79.33,6.7182,0.918
2012-02-20,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012-02-21,0.9353,0.7544,1.1959,0.6331,1.7171,0.9956,79.73,6.6447,0.9114
2012-02-22,0.9408,0.7547,1.2054,0.6379,1.7074,0.9999,80.3,6.6613,0.9107
2012-02-23,0.9356,0.7514,1.1998,0.6369,1.7096,0.9983,80.21,6.647,0.9059
2012-02-24,0.934,0.7428,1.1955,0.6302,1.7065,0.9988,80.88,6.5561,0.8949
2012-02-27,0.929,0.7457,1.1899,0.6311,1.7058,0.9982,80.42,6.5868,0.8987
2012-02-28,0.9289,0.7434,1.1937,0.6294,1.6997,0.9956,80.44,6.5591,0.8961
2012-02-29,0.9279,0.7486,1.1909,0.6269,1.7148,0.9866,81.1,6.5843,0.9023
2012-03-01,0.9257,0.7508,1.1906,0.6268,1.7108,0.9848,81.16,6.6206,0.9051
2012-03-02,0.9305,0.7575,1.2026,0.6308,1.7263,0.9887,81.56,6.679,0.9134
2012-03-05,0.9374,0.7561,1.2171,0.6301,1.7353,0.9936,81.43,6.6943,0.9116
2012-03-06,0.9478,0.7625,1.2306,0.6361,1.7584,1.2013,80.86,6.7903,0.9186
2012-03-07,0.9449,0.7605,1.2203,0.6351,1.7626,0.9994,81.06,6.7939,0.9169
2012-03-08,0.9418,0.7544,1.2133,0.632,1.7747,0.992,81.5,6.7059,0.9092
2012-03-09,0.9443,0.7629,1.2168,0.6379,1.7865,0.9894,82.59,6.796,0.92
2012-03-12,0.9533,0.761,1.2232,0.6404,1.8202,0.9934,82.21,6.8108,0.9177
2012-03-13,0.9488,0.7628,1.2152,0.6355,1.7969,0.9905,82.66,6.7629,0.9198
2012-03-14,0.9573,0.7678,1.2356,0.6375,1.8175,0.9914,83.78,6.8522,0.9313
2012-03-15,0.9498,0.7651,1.2203,0.6382,1.8052,0.9928,83.28,6.8099,0.9236
2012-03-16,0.9448,0.7592,1.2136,0.6311,1.8025,0.9912,83.34,6.7489,0.916
2012-03-19,0.9427,0.7552,1.2112,0.6292,1.8073,0.9878,83.31,6.7104,0.9109
2012-03-20,0.9537,0.7563,1.2231,0.6306,1.8214,0.9933,83.62,6.7485,0.9122
2012-03-21,0.9579,0.7582,1.229,0.631,1.8265,0.9928,83.62,6.7307,0.9143
2012-03-22,0.9643,0.7579,1.2375,0.6326,1.823,1.2002,82.5,6.7711,0.9136
2012-03-23,0.9564,0.754,1.2238,0.6304,1.8158,0.9983,82.35,6.7422,0.9085
2012-03-26,0.9514,0.7503,1.2182,0.6274,1.8155,0.9922,82.84,6.681,0.9041
2012-03-27,0.9533,0.7499,1.2186,0.6261,1.8112,0.9928,83.15,6.6801,0.9038
2012-03-28,0.9644,0.7519,1.2229,0.6307,1.8253,0.9983,82.74,6.6748,0.9064
2012-03-29,0.9684,0.7539,1.2235,0.6285,1.8332,0.9998,82.28,6.6799,0.9084
2012-03-30,0.9646,0.75,1.2195,0.6256,1.8205,0.999,82.41,6.6191,0.9026
2012-04-02,0.9591,0.7505,1.2136,0.6241,1.8257,0.9916,82.16,6.6042,0.9037
2012-04-03,0.9641,0.7498,1.2204,0.6263,1.8232,0.9909,82.18,6.595,0.9024
2012-04-04,0.9751,0.7618,1.2276,0.6298,1.8293,0.9961,82.62,6.7087,0.9168
2012-04-05,0.9706,0.7655,1.2261,0.632,1.8296,0.9927,82.33,6.7524,0.92
2012-04-06,0.9698,0.764,1.22,0.6298,1.8218,0.9971,81.56,6.7518,0.9176
2012-04-09,0.9691,0.7641,1.2154,0.6298,1.8218,0.9971,81.36,6.7716,0.918
2012-04-10,0.9745,0.7652,1.2297,0.6315,1.834,1.2027,80.94,6.8118,0.9195
2012-04-11,0.9713,0.7631,1.2228,0.6292,1.8311,1.004,80.88,6.7954,0.9165
2012-04-12,0.9578,0.7592,1.2092,0.6274,1.8261,0.9951,80.87,6.749,0.9125
2012-04-13,0.9641,0.7644,1.2132,0.6309,1.8363,0.9978,80.99,6.788,0.9189
2012-04-16,0.9671,0.7653,1.2212,0.6303,1.8384,1.2025,80.46,6.7911,0.9199
2012-04-17,0.9611,0.762,1.2161,0.6277,1.8503,0.9878,80.72,6.7693,0.9156
2012-04-18,0.9646,0.7621,1.2235,0.6242,1.8703,0.9902,81.29,6.7418,0.9162
2012-04-19,0.9674,0.7615,1.227,0.6227,1.8846,0.9927,81.57,6.7285,0.9155
2012-04-20,0.9639,0.7569,1.2235,0.6202,1.8662,0.9912,81.6,6.6936,0.9095
2012-04-23,0.971,0.7617,1.2326,0.621,1.8854,0.9935,81.16,6.7723,0.9152
2012-04-24,0.971,0.7572,1.2318,0.6198,1.8765,0.9882,81.21,6.736,0.9098
2012-04-25,0.9678,0.757,1.2296,0.6193,1.8828,0.9848,81.33,6.7312,0.9097
2012-04-26,0.9631,0.7557,1.2277,0.6177,1.8865,0.984,80.78,6.7171,0.9081
2012-04-27,0.9572,0.7548,1.2197,0.6158,1.8843,0.9807,80.48,6.717,0.9066
2012-04-30,0.9606,0.7559,1.2234,0.6163,1.893,0.9886,79.81,6.7274,0.9081
2012-05-01,0.9667,0.7561,1.2261,0.6165,1.9037,0.9839,80.17,6.7206,0.9087
2012-05-02,0.9705,0.7602,1.2355,0.6176,1.9151,0.989,80.19,6.7468,0.9135
